locus_tag	old_locus_tag	pf_name	description
PFDSM3638_RS07285	PFDSM3638_07255	PF1449	cation:proton antiporter
PFDSM3638_RS07290	PFDSM3638_07260	PF1450	hypothetical protein
PFDSM3638_RS07295	PFDSM3638_07265	PF1451	Na+/H+ antiporter subunit G
PFDSM3638_RS07300	PFDSM3638_07270	PF1452	cation:proton antiporter
PFDSM3638_RS07305	PFDSM3638_07275	PF1453	Na+/H+ antiporter subunit E
PFDSM3638_RS07310	PFDSM3638_07280	PF1454	radical SAM protein
PFDSM3638_RS07315	PFDSM3638_07285	PF1455	DUF3213 domain-containing protein
PFDSM3638_RS07320	PFDSM3638_07290	PF1456	N-acetyltransferase
PFDSM3638_RS07325	PFDSM3638_07295	PF1457	glutaredoxin
PFDSM3638_RS07330	PFDSM3638_07300	PF1458	carbohydrate kinase
PFDSM3638_RS07335	PFDSM3638_07305	PF1459	fucose isomerase
PFDSM3638_RS07340	PFDSM3638_07310	PF1460	glycogen debranching protein
PFDSM3638_RS07345	PFDSM3638_07315	PF1461	Glu-tRNA(Gln) amidotransferase GatDE subunit D
PFDSM3638_RS07350	PFDSM3638_07320	NA	NA
PFDSM3638_RS07355	PFDSM3638_07325	PF1462	Glu-tRNA(Gln) amidotransferase GatDE subunit E
PFDSM3638_RS07360	PFDSM3638_07330	PF1463	hypothetical protein
PFDSM3638_RS07365	PFDSM3638_07335	PF1464	hypothetical protein
PFDSM3638_RS07370	PFDSM3638_07340	PF1465	hypothetical protein
PFDSM3638_RS07375	PFDSM3638_07345	PF1466	hypothetical protein
PFDSM3638_RS07380	PFDSM3638_07350	PF1467	ABC transporter ATP-binding protein
PFDSM3638_RS07395	PFDSM3638_07365	PF1469	dicarboxylate/amino acid:cation symporter
PFDSM3638_RS07400	PFDSM3638_07370	PF1470	radical SAM protein
PFDSM3638_RS07405	PFDSM3638_07375	PF1471	ATPase
PFDSM3638_RS07410	PFDSM3638_07380	PF1472	alanine--glyoxylate aminotransferase family protein
PFDSM3638_RS07415	PFDSM3638_07385	PF1473	serine/threonine protein kinase
PFDSM3638_RS07420	PFDSM3638_07390	PF1474	hypothetical protein
PFDSM3638_RS07425	PFDSM3638_07395	PF1475	50S ribosomal protein L40e
PFDSM3638_RS07430	PFDSM3638_07400	PF1476	PadR family transcriptional regulator
PFDSM3638_RS07435	PFDSM3638_07405	PF1477	methylmalonyl-CoA mutase
PFDSM3638_RS07440	PFDSM3638_07410	PF1478	hypothetical protein
PFDSM3638_RS07445	PFDSM3638_07415	PF1479	oxidoreductase
PFDSM3638_RS07450	PFDSM3638_07420	PF1480	aldehyde ferredoxin oxidoreductase
PFDSM3638_RS07455	PFDSM3638_07425	PF1481	osmotically inducible protein C
PFDSM3638_RS07460	PFDSM3638_07430	PF1482	MoaD/ThiS family protein
PFDSM3638_RS07470	PFDSM3638_07440	PF1483	hypothetical protein
PFDSM3638_RS07480	PFDSM3638_07450	PF1484	metallophosphoesterase
PFDSM3638_RS07490	PFDSM3638_07460	PF1485	hypothetical protein
PFDSM3638_RS07495	PFDSM3638_07465	PF1486	hypothetical protein
PFDSM3638_RS07500	PFDSM3638_07470	PF1487	tRNA 4-thiouridine(8) synthase ThiI
PFDSM3638_RS07505	PFDSM3638_07475	PF1488	TIGR00703 family protein
PFDSM3638_RS07510	PFDSM3638_07480	PF1489	hypothetical protein
PFDSM3638_RS07515	PFDSM3638_07485	PF1490	hypothetical protein
PFDSM3638_RS07520	PFDSM3638_07490	PF1491	30S ribosomal protein S17e
PFDSM3638_RS07525	PFDSM3638_07495	PF1492	glycine cleavage system protein H
PFDSM3638_RS07530	PFDSM3638_07500	PF1493	metal-binding protein
PFDSM3638_RS07535	PFDSM3638_07505	PF1494	DUF996 domain-containing protein
PFDSM3638_RS07540	PFDSM3638_07510	PF1495	hypothetical protein
PFDSM3638_RS07545	PFDSM3638_07515	PF1496	hypothetical protein
PFDSM3638_RS07550	PFDSM3638_07520	PF1497	alanine aminotransferase
PFDSM3638_RS07570	PFDSM3638_07540	PF1498	RNA-binding protein
PFDSM3638_RS07575	PFDSM3638_07545	PF1499	30S ribosomal protein S19e
PFDSM3638_RS07580	PFDSM3638_07550	PF1500	photosystem reaction center subunit H
PFDSM3638_RS07585	PFDSM3638_07555	PF1501	DUF447 domain-containing protein
PFDSM3638_RS07590	PFDSM3638_07560	PF1502	hypothetical protein
PFDSM3638_RS07595	PFDSM3638_07565	PF1503	Holliday junction resolvase
PFDSM3638_RS07600	PFDSM3638_07570	PF1504	large helicase
PFDSM3638_RS07605	PFDSM3638_07575	PF1505	DNA cytosine methyltransferase
PFDSM3638_RS07610	PFDSM3638_07580	PF1506	hypothetical protein
PFDSM3638_RS07615	PFDSM3638_07585	PF1507	cell division protein FtsZ
PFDSM3638_RS07620	PFDSM3638_07590	PF1508	hypothetical protein
PFDSM3638_RS07625	PFDSM3638_07595	PF1509	class III signal peptide-containing protein
PFDSM3638_RS07630	PFDSM3638_07600	PF1510	hypothetical protein
PFDSM3638_RS07635	PFDSM3638_07605	PF1511	hypothetical protein
PFDSM3638_RS07640	PFDSM3638_07610	PF1512	hypothetical protein
PFDSM3638_RS07645	PFDSM3638_07615	PF1513	hypothetical protein
PFDSM3638_RS07650	PFDSM3638_07620	PF1514	hypothetical protein
PFDSM3638_RS07660	PFDSM3638_07630	PF1515	GMP synthase
PFDSM3638_RS07665	PFDSM3638_07635	PF1516	glutamine-hydrolyzing GMP synthase
PFDSM3638_RS07670	PFDSM3638_07640	PF1517	5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate synthetase
PFDSM3638_RS07675	PFDSM3638_07645	PF1518	thiamine ABC transporter substrate-binding protein
PFDSM3638_RS07680	PFDSM3638_07650	PF1519	ABC transporter ATP-binding protein
PFDSM3638_RS07685	PFDSM3638_07655	PF1520	iron ABC transporter permease
PFDSM3638_RS07690	PFDSM3638_07660	PF1521	formate dehydrogenase subunit alpha
PFDSM3638_RS07695	PFDSM3638_07665	PF1522	ABC transporter ATP-binding protein
PFDSM3638_RS07700	PFDSM3638_07670	PF1523	hypothetical protein
PFDSM3638_RS07705	PFDSM3638_07675	PF1524	hypothetical protein
PFDSM3638_RS07710	PFDSM3638_07680	PF1525	hypothetical protein
PFDSM3638_RS07720	PFDSM3638_07690	PF1527	hypothetical protein
PFDSM3638_RS07725	PFDSM3638_07695	PF1528	pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
PFDSM3638_RS07730	PFDSM3638_07700	PF1529	pyridoxal 5'-phosphate synthase lyase subunit PdxS
PFDSM3638_RS07735	PFDSM3638_07705	PF1530	ribose 1,5-bisphosphate isomerase
PFDSM3638_RS07740	PFDSM3638_07710	PF1531	phosphomethylpyrimidine synthase
PFDSM3638_RS07745	PFDSM3638_07715	PF1532	NADH oxidase
PFDSM3638_RS07750	PFDSM3638_07720	PF1533	nodulation protein NfeD
PFDSM3638_RS07755	PFDSM3638_07725	PF1534	hypothetical protein
PFDSM3638_RS07760	PFDSM3638_07730	PF1535	DUF3417 domain-containing protein
PFDSM3638_RS07765	PFDSM3638_07735	NA	NA
PFDSM3638_RS07770	PFDSM3638_07740	PF1537	DUF835 domain-containing protein
PFDSM3638_RS07775	PFDSM3638_07745	PF1538	N-ethylammeline chlorohydrolase
PFDSM3638_RS07780	PFDSM3638_07750	PF1539	dihydroorotate dehydrogenase
PFDSM3638_RS07785	PFDSM3638_07755	PF1540	acetyl CoA synthetase
PFDSM3638_RS07790	PFDSM3638_07760	PF1541	50S ribosomal protein L37e
PFDSM3638_RS07795	PFDSM3638_07765	PF1542	small nuclear ribonucleoprotein
PFDSM3638_RS07800	PFDSM3638_07770	PF1543	transcriptional regulator
PFDSM3638_RS07805	PFDSM3638_07775	PF1544	hypothetical protein
PFDSM3638_RS07810	PFDSM3638_07780	PF1545	nascent polypeptide-associated complex protein
PFDSM3638_RS07825	PFDSM3638_07790	PF1546	hypothetical protein
PFDSM3638_RS07830	PFDSM3638_07795	PF1547	peptidase M42
PFDSM3638_RS07835	PFDSM3638_07800	PF1548	hypothetical protein
PFDSM3638_RS07840	PFDSM3638_07805	PF1549	RNA 3'-phosphate cyclase
PFDSM3638_RS07845	PFDSM3638_07810	PF1550	phosphodiesterase
PFDSM3638_RS07850	PFDSM3638_07815	PF1551	TIGR00375 family protein
PFDSM3638_RS07855	PFDSM3638_07820	PF1552	archease
PFDSM3638_RS07860	PFDSM3638_07825	PF1553	tRNA methyltransferase
PFDSM3638_RS07865	PFDSM3638_07830	PF1554	hypothetical protein
PFDSM3638_RS07870	PFDSM3638_07835	PF1555	tRNA pseudouridine(13) synthase TruD
PFDSM3638_RS07875	PFDSM3638_07840	PF1556	aminoacyl-tRNA hydrolase
PFDSM3638_RS07880	PFDSM3638_07845	PF1557	universal stress protein
PFDSM3638_RS07885	PFDSM3638_07850	PF1558	30S ribosomal protein S7
PFDSM3638_RS07890	PFDSM3638_07855	PF1559	30S ribosomal protein S12
PFDSM3638_RS07895	PFDSM3638_07860	PF1560	NusA-like transcription termination signal-binding factor
PFDSM3638_RS07900	PFDSM3638_07865	PF1561	50S ribosomal protein L30e
PFDSM3638_RS07905	PFDSM3638_07870	PF1562	DNA-directed RNA polymerase subunit A''
PFDSM3638_RS07910	PFDSM3638_07875	PF1563	DNA-directed RNA polymerase subunit A'
PFDSM3638_RS07915	PFDSM3638_07880	PF1564	DNA-directed RNA polymerase subunit B
PFDSM3638_RS07920	PFDSM3638_07885	PF1565	DNA-directed RNA polymerase subunit H
PFDSM3638_RS07930	PFDSM3638_07895	PF1566	hypothetical protein
PFDSM3638_RS07945	PFDSM3638_07910	PF1567	RNA-binding protein
PFDSM3638_RS07950	PFDSM3638_07915	PF1568	exosome complex exonuclease Rrp41
PFDSM3638_RS07955	PFDSM3638_07920	PF1569	RNA-binding protein
PFDSM3638_RS07960	PFDSM3638_07925	PF1570	ribosome assembly factor SBDS
PFDSM3638_RS07965	PFDSM3638_07930	PF1571	proteasome endopeptidase complex, archaeal, alpha subunit
PFDSM3638_RS07970	PFDSM3638_07935	PF1572	regulator
PFDSM3638_RS07975	PFDSM3638_07940	PF1573	TldD-like protein
PFDSM3638_RS07980	PFDSM3638_07945	PF1574	TldD/PmbA family protein
PFDSM3638_RS07985	PFDSM3638_07950	PF1575	hypothetical protein
PFDSM3638_RS07990	PFDSM3638_07955	PF1576	DUF1699 domain-containing protein
PFDSM3638_RS07995	PFDSM3638_07960	PF1577	hypothetical protein
PFDSM3638_RS08000	PFDSM3638_07965	PF1578	DNA topoisomerase VI
PFDSM3638_RS08005	PFDSM3638_07970	PF1579	DNA topoisomerase VI subunit B
PFDSM3638_RS08010	PFDSM3638_07975	PF1580	RNA-processing protein
PFDSM3638_RS08015	PFDSM3638_07980	PF1581	serine protein kinase RIO
PFDSM3638_RS08020	PFDSM3638_07985	PF1582	translation initiation factor eIF-1A
PFDSM3638_RS08025	PFDSM3638_07990	PF1583	signal peptide peptidase SppA
PFDSM3638_RS08030	PFDSM3638_07995	PF1584	hypothetical protein
PFDSM3638_RS08035	PFDSM3638_08000	PF1585	AI-2E family transporter
PFDSM3638_RS08040	PFDSM3638_08005	PF1586	hydrogenase
PFDSM3638_RS08045	PFDSM3638_08010	PF1587	DUF89 domain-containing protein
PFDSM3638_RS08050	PFDSM3638_08015	PF1588	hypothetical protein
PFDSM3638_RS08055	PFDSM3638_08020	PF1589	hypothetical protein
PFDSM3638_RS08060	PFDSM3638_08025	PF1590	NUDIX hydrolase
PFDSM3638_RS08065	PFDSM3638_08030	PF1591	peptide transporter
PFDSM3638_RS08070	PFDSM3638_08035	PF1592	TrpB-like pyridoxal-phosphate dependent enzyme
PFDSM3638_RS08075	PFDSM3638_08040	PF1593	peptide chain release factor 1
PFDSM3638_RS08080	PFDSM3638_08045	PF1594	glycosyltransferase family 2 protein
PFDSM3638_RS08085	PFDSM3638_08050	PF1595	DUF2304 domain-containing protein
PFDSM3638_RS08090	PFDSM3638_08055	PF1596	CopY family transcriptional regulator
PFDSM3638_RS08095	PFDSM3638_08060	PF1597	zinc metallopeptidase
PFDSM3638_RS08100	PFDSM3638_08065	PF1598	dCMP deaminase
PFDSM3638_RS08105	PFDSM3638_08070	PF1599	di-trans,poly-cis-decaprenylcistransferase
PFDSM3638_RS08110	PFDSM3638_08075	PF1600	gamma carbonic anhydrase family protein
PFDSM3638_RS08115	PFDSM3638_08080	PF1601	transcriptional regulator
PFDSM3638_RS08120	PFDSM3638_08085	PF1602	glutamate dehydrogenase
PFDSM3638_RS08125	PFDSM3638_08090	PF1603	cation:proton antiporter
PFDSM3638_RS08130	PFDSM3638_08095	PF1604	CBS domain-containing protein
PFDSM3638_RS08135	PFDSM3638_08100	PF1605	molybdopterin synthase sulfur carrier subunit
PFDSM3638_RS08140	PFDSM3638_08105	PF1606	glycosyltransferase family 2 protein
PFDSM3638_RS08145	PFDSM3638_08110	PF1607	AMP phosphorylase
PFDSM3638_RS08150	PFDSM3638_08115	PF1608	DUF2095 domain-containing protein
PFDSM3638_RS08160	PFDSM3638_08130	PF1610	hypothetical protein
PFDSM3638_RS08165	PFDSM3638_08135	PF1611	septum site-determining protein MinD
PFDSM3638_RS08170	PFDSM3638_08140	PF1612	hypothetical protein
PFDSM3638_RS08175	PFDSM3638_08145	PF1612.1n	hypothetical protein
PFDSM3638_RS08180	PFDSM3638_08150	PF1613	ribonuclease P
PFDSM3638_RS08185	PFDSM3638_08155	PF1614	hypothetical protein
PFDSM3638_RS08190	PFDSM3638_08160	PF1615	intein-containing tRNA-splicing ligase RtcB
PFDSM3638_RS08195	PFDSM3638_08165	PF1616	myo-inositol-1-phosphate synthase
PFDSM3638_RS08200	PFDSM3638_08170	PF1617	DUF2079 domain-containing protein
PFDSM3638_RS08205	PFDSM3638_08175	PF1618	ATP-binding protein
PFDSM3638_RS08210	PFDSM3638_08180	PF1619	hypothetical protein
PFDSM3638_RS08215	PFDSM3638_08185	PF1620	hypothetical protein
PFDSM3638_RS08220	PFDSM3638_08190	PF1621	hypothetical protein
PFDSM3638_RS08225	PFDSM3638_08195	PF1622	ATP pyrophosphatase
PFDSM3638_RS08230	PFDSM3638_08200	PF1623	arginine decarboxylase, pyruvoyl-dependent
PFDSM3638_RS08235	PFDSM3638_08205	PF1624	DUF998 domain-containing protein
PFDSM3638_RS08240	PFDSM3638_08210	PF1625	DUF356 domain-containing protein
PFDSM3638_RS08245	PFDSM3638_08215	PF1626	DUF402 domain-containing protein
PFDSM3638_RS08250	PFDSM3638_08220	PF1627	glycine--tRNA ligase
PFDSM3638_RS08255	PFDSM3638_08225	PF1628	radical SAM protein
PFDSM3638_RS08260	PFDSM3638_08230	PF1629	phosphodiesterase
PFDSM3638_RS08265	PFDSM3638_08235	PF1630	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
PFDSM3638_RS08270	PFDSM3638_08240	PF1631	nucleotide sugar dehydrogenase
PFDSM3638_RS08275	PFDSM3638_08245	PF1632	DUF354 domain-containing protein
PFDSM3638_RS08280	PFDSM3638_08250	PF1633	sporulation protein
PFDSM3638_RS08285	PFDSM3638_08255	PF1634	lipoate--protein ligase
PFDSM3638_RS08290	PFDSM3638_08260	PF1635	DNA ligase
PFDSM3638_RS08295	PFDSM3638_08265	PF1636	acetylglutamate kinase
PFDSM3638_RS08300	PFDSM3638_08270	PF1637	mevalonate kinase
PFDSM3638_RS08305	PFDSM3638_08275	PF1638	hypothetical protein
PFDSM3638_RS08310	PFDSM3638_08280	PF1639	threonine synthase
PFDSM3638_RS08315	PFDSM3638_08285	PF1640	30S ribosomal protein S2
PFDSM3638_RS08320	PFDSM3638_08290	PF1641	hypothetical protein
PFDSM3638_RS08325	PFDSM3638_08295	PF1642	DNA-directed RNA polymerase subunit K
PFDSM3638_RS08335	PFDSM3638_08305	PF1643	DNA-directed RNA polymerase subunit N
PFDSM3638_RS08340	PFDSM3638_08310	PF1644	30S ribosomal protein S9
PFDSM3638_RS08345	PFDSM3638_08315	PF1645	50S ribosomal protein L13
PFDSM3638_RS08350	PFDSM3638_08320	PF1646	50S ribosomal protein L18e
PFDSM3638_RS08360	PFDSM3638_08330	PF1647	DNA-directed RNA polymerase subunit D
PFDSM3638_RS08365	PFDSM3638_08335	PF1648	30S ribosomal protein S11
PFDSM3638_RS08370	PFDSM3638_08340	PF1649	30S ribosomal protein S4
PFDSM3638_RS08375	PFDSM3638_08345	PF1650	30S ribosomal protein S13
PFDSM3638_RS08385	PFDSM3638_08355	PF1651	class I SAM-dependent methyltransferase
PFDSM3638_RS08390	PFDSM3638_08360	PF1652	hypothetical protein
PFDSM3638_RS08395	PFDSM3638_08365	PF1653	DUF3783 domain-containing protein
PFDSM3638_RS08400	PFDSM3638_08370	PF1654	ABC transporter ATP-binding protein
PFDSM3638_RS08405	PFDSM3638_08375	PF1655	ABC transporter ATP-binding protein
PFDSM3638_RS08410	PFDSM3638_08380	PF1656	NADH oxidase
PFDSM3638_RS08415	PFDSM3638_08385	PF1657	ATP phosphoribosyltransferase regulatory subunit
PFDSM3638_RS08420	PFDSM3638_08390	PF1658	ATP phosphoribosyltransferase
PFDSM3638_RS08425	PFDSM3638_08395	PF1659	histidinol dehydrogenase
PFDSM3638_RS08430	PFDSM3638_08400	PF1660	imidazoleglycerol-phosphate dehydratase
PFDSM3638_RS08435	PFDSM3638_08405	PF1661	imidazole glycerol phosphate synthase subunit HisH
PFDSM3638_RS08440	PFDSM3638_08410	PF1662	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino]imidazole-4- carboxamide isomerase
PFDSM3638_RS08445	PFDSM3638_08415	PF1663	imidazole glycerol phosphate synthase cyclase subunit
PFDSM3638_RS08450	PFDSM3638_08420	PF1664	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase
PFDSM3638_RS08455	PFDSM3638_08425	PF1665	histidinol-phosphate transaminase
PFDSM3638_RS08460	PFDSM3638_08430	PF1666	hydrolase
PFDSM3638_RS08465	PFDSM3638_08435	PF1667	methionine--tRNA ligase subunit beta
PFDSM3638_RS08475	PFDSM3638_08445	PF1668	hypothetical protein
PFDSM3638_RS08480	PFDSM3638_08450	PF1669	hypothetical protein
PFDSM3638_RS08485	PFDSM3638_08455	PF1670	alkaline serine protease
PFDSM3638_RS08490	PFDSM3638_08460	PF1671	EamA/RhaT family transporter
PFDSM3638_RS08495	PFDSM3638_08465	PF1672	DUF434 domain-containing protein
PFDSM3638_RS10630		NA	NA
PFDSM3638_RS08500	PFDSM3638_08470	PF1673	protoporphyrinogen oxidase
PFDSM3638_RS08515	PFDSM3638_08485	PF1674	protein tyrosine phosphatase
PFDSM3638_RS08520	PFDSM3638_08490	PF1675	aspartate/glutamate racemase family protein
PFDSM3638_RS08525	PFDSM3638_08495	PF1676	biotin--[acetyl-CoA-carboxylase] ligase
PFDSM3638_RS08530	PFDSM3638_08500	PF1677	biotin transporter BioY
PFDSM3638_RS08535	PFDSM3638_08505	NA	NA
PFDSM3638_RS08540	PFDSM3638_08510	PF1679	3-isopropylmalate dehydratase
PFDSM3638_RS08545	PFDSM3638_08515	PF1680	3-isopropylmalate dehydratase
PFDSM3638_RS08550	PFDSM3638_08520	PF1681	lysine biosynthesis protein LysW
PFDSM3638_RS08555	PFDSM3638_08525	PF1682	lysine biosynthesis protein LysX
PFDSM3638_RS08560	PFDSM3638_08530	PF1683	N-acetyl-gamma-glutamyl-phosphate reductase
PFDSM3638_RS08565	PFDSM3638_08535	PF1684	acetylglutamate kinase
PFDSM3638_RS08570	PFDSM3638_08540	PF1685	acetylornithine/acetyl-lysine aminotransferase
PFDSM3638_RS08575	PFDSM3638_08545	PF1686	acetyl-lysine deacetylase
PFDSM3638_RS08580	PFDSM3638_08550	PF1687	hypothetical protein
PFDSM3638_RS08585	PFDSM3638_08555	PF1688	transketolase
PFDSM3638_RS08590	PFDSM3638_08560	PF1689	transketolase
PFDSM3638_RS08595	PFDSM3638_08565	PF1690	3-deoxy-7-phosphoheptulonate synthase
PFDSM3638_RS08600	PFDSM3638_08570	PF1691	3-dehydroquinate synthase
PFDSM3638_RS08605	PFDSM3638_08575	PF1692	3-dehydroquinase
PFDSM3638_RS08610	PFDSM3638_08580	PF1693	shikimate dehydrogenase
PFDSM3638_RS08615	PFDSM3638_08585	PF1694	shikimate kinase
PFDSM3638_RS08620	PFDSM3638_08590	PF1695	BMP family ABC transporter substrate-binding protein
PFDSM3638_RS08625	PFDSM3638_08595	PF1696	ABC transporter ATP-binding protein
PFDSM3638_RS08630	PFDSM3638_08600	PF1697	ABC transporter permease
PFDSM3638_RS08635	PFDSM3638_08605	PF1698	ABC transporter permease
PFDSM3638_RS08640	PFDSM3638_08610	PF1699	3-phosphoshikimate 1-carboxyvinyltransferase
PFDSM3638_RS08645	PFDSM3638_08615	PF1700	chorismate synthase
PFDSM3638_RS08650	PFDSM3638_08620	PF1701	chorismate mutase
PFDSM3638_RS08655	PFDSM3638_08625	PF1702	aspartate aminotransferase
PFDSM3638_RS08660	PFDSM3638_08630	PF1703	prephenate dehydrogenase/arogenate dehydrogenase family protein
PFDSM3638_RS08665	PFDSM3638_08635	PF1704	prephenate dehydrogenase/arogenate dehydrogenase family protein
PFDSM3638_RS08670	PFDSM3638_08640	PF1705	tryptophan synthase subunit alpha
PFDSM3638_RS08675	PFDSM3638_08645	PF1706	tryptophan synthase subunit beta
PFDSM3638_RS08680	PFDSM3638_08650	PF1707	phosphoribosylanthranilate isomerase
PFDSM3638_RS08685	PFDSM3638_08655	PF1708	type 1 glutamine amidotransferase
PFDSM3638_RS08690	PFDSM3638_08660	PF1709	anthranilate synthase component I
PFDSM3638_RS08695	PFDSM3638_08665	PF1710	anthranilate phosphoribosyltransferase
PFDSM3638_RS08700	PFDSM3638_08670	PF1711	indole-3-glycerol-phosphate synthase
PFDSM3638_RS08705	PFDSM3638_08675	PF1712	ACT domain-containing protein
PFDSM3638_RS08710	PFDSM3638_08680	PF1713	carbamoyl-phosphate synthase small subunit
PFDSM3638_RS08715	PFDSM3638_08685	PF1714	carbamoyl phosphate synthase large subunit
PFDSM3638_RS08720	PFDSM3638_08690	PF1715	pyrroline-5-carboxylate reductase
PFDSM3638_RS08725	PFDSM3638_08695	PF1716	nucleotide-binding protein
PFDSM3638_RS08730	PFDSM3638_08700	PF1717	translation initiation factor IF-2 subunit gamma
PFDSM3638_RS08735	PFDSM3638_08705	PF1718	4-demethylwyosine synthase TYW1
PFDSM3638_RS08740	PFDSM3638_08710	PF1719	glutamine amidotransferase
PFDSM3638_RS08745	PFDSM3638_08715	PF1720	hypothetical protein
PFDSM3638_RS08750	PFDSM3638_08720	PF1721	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
PFDSM3638_RS08755	PFDSM3638_08725	PF1722	histone
PFDSM3638_RS08760	PFDSM3638_08730	PF1723	TIGR04013 family B12-binding domain/radical SAM domain-containing protein
PFDSM3638_RS08765	PFDSM3638_08735	PF1724	hypothetical protein
PFDSM3638_RS08770	PFDSM3638_08740	PF1725	hypothetical protein
PFDSM3638_RS08775	PFDSM3638_08745	PF1726	hypothetical protein
PFDSM3638_RS08780	PFDSM3638_08750	PF1727	hypothetical protein
PFDSM3638_RS08785	PFDSM3638_08755	PF1728	NDP-sugar synthase
PFDSM3638_RS08790	PFDSM3638_08760	PF1729	phospho-sugar mutase
PFDSM3638_RS08795	PFDSM3638_08765	PF1730	thymidylate kinase
PFDSM3638_RS08800	PFDSM3638_08770	PF1731	signal recognition particle protein
PFDSM3638_RS08805	PFDSM3638_08775	PF1732	AsnC family transcriptional regulator
PFDSM3638_RS08810	PFDSM3638_08780	PF1733	YkgJ family cysteine cluster protein
PFDSM3638_RS08815	PFDSM3638_08785	PF1734	AsnC family transcriptional regulator
PFDSM3638_RS08820	PFDSM3638_08790	PF1735	adenine phosphoribosyltransferase
PFDSM3638_RS08830	PFDSM3638_08800	PF1735.2n	hypothetical protein
PFDSM3638_RS08835	PFDSM3638_08805	PF1736	IS6 family transposase ISPfu1
PFDSM3638_RS08840	PFDSM3638_08810	PF1753	glutamate--tRNA ligase
PFDSM3638_RS08845	PFDSM3638_08815	PF1754	fumarate hydratase
PFDSM3638_RS08850	PFDSM3638_08820	PF1755	fumarate hydratase
PFDSM3638_RS08855	PFDSM3638_08825	PF1755.1n	TIGR04140 family protein
PFDSM3638_RS08860	PFDSM3638_08830	PF1756	hypothetical protein
PFDSM3638_RS08865	PFDSM3638_08835	PF1757	YhfC family intramembrane metalloprotease
PFDSM3638_RS08870	PFDSM3638_08840	PF1758	tRNA lysidine(34) synthetase TilS
PFDSM3638_RS08875	PFDSM3638_08845	PF1759	potassium transporter Kef
PFDSM3638_RS08880	PFDSM3638_08850	PF1760	ATP-NAD kinase
PFDSM3638_RS08885	PFDSM3638_08855	PF1761	hypothetical protein
PFDSM3638_RS08890	PFDSM3638_08860	PF1762	cell wall-binding repeat-containing protein
PFDSM3638_RS08895	PFDSM3638_08865	PF1763	GTP-binding protein
PFDSM3638_RS08900	PFDSM3638_08870	PF1764	metal-dependent hydrolase
PFDSM3638_RS08905	PFDSM3638_08875	PF1765	YggU family protein
PFDSM3638_RS08910	PFDSM3638_08880	PF1766	signal recognition particle-docking protein FtsY
PFDSM3638_RS08915	PFDSM3638_08885	PF1767	ferredoxin family protein
PFDSM3638_RS08920	PFDSM3638_08890	PF1768	2-oxoglutarate synthase subunit alpha
PFDSM3638_RS08925	PFDSM3638_08895	PF1769	2-oxoglutarate synthase
PFDSM3638_RS08930	PFDSM3638_08900	PF1770	2-oxoglutarate ferredoxin oxidoreductase subunit gamma
PFDSM3638_RS08935	PFDSM3638_08905	PF1771	2-oxoglutarate synthase subunit alpha
PFDSM3638_RS08940	PFDSM3638_08910	PF1772	2-oxoglutarate synthase
PFDSM3638_RS08945	PFDSM3638_08915	PF1773	2-oxoglutarate ferredoxin oxidoreductase subunit gamma
PFDSM3638_RS08950	PFDSM3638_08920	PF1774	ABC transporter substrate-binding protein
PFDSM3638_RS08955	PFDSM3638_08925	PF1775	ligand-binding protein SH3
PFDSM3638_RS08960	PFDSM3638_08930	PF1776	ASCH domain-containing protein
PFDSM3638_RS08965	PFDSM3638_08935	PF1777	haloacid dehalogenase
PFDSM3638_RS08970	PFDSM3638_08940	PF1778	serine hydroxymethyltransferase
PFDSM3638_RS08975	PFDSM3638_08945	PF1779	ABC transporter
PFDSM3638_RS08980	PFDSM3638_08950	PF1780	metal ABC transporter permease
PFDSM3638_RS08985	PFDSM3638_08955	PF1781	ribonuclease HII
PFDSM3638_RS08990	PFDSM3638_08960	PF1782	dolichyl-phosphate-mannose--protein mannosyltransferase
PFDSM3638_RS08995	PFDSM3638_08965	PF1783	molybdopterin molybdenumtransferase MoeA
PFDSM3638_RS09000	PFDSM3638_08970	PF1784	ADP-specific phosphofructokinase
PFDSM3638_RS09005	PFDSM3638_08975	PF1785	RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5
PFDSM3638_RS09010	PFDSM3638_08980	PF1786	hypothetical protein
PFDSM3638_RS09015	PFDSM3638_08985	PF1787	acetyl-CoA synthetase
PFDSM3638_RS09020	PFDSM3638_08990	PF1788	nucleoside-diphosphate sugar epimerase
PFDSM3638_RS09025	PFDSM3638_08995	PF1789	HAD family hydrolase
PFDSM3638_RS09030	PFDSM3638_09000	PF1790	transcriptional regulator
PFDSM3638_RS09035	PFDSM3638_09005	PF1791	H/ACA RNA-protein complex protein Gar1
PFDSM3638_RS09040	PFDSM3638_09010	PF1792	metallophosphoesterase
PFDSM3638_RS09045	PFDSM3638_09015	PF1793	CRISPR-associated protein Cas4
PFDSM3638_RS09055	PFDSM3638_09025	PF1794	inosine-5-monophosphate dehydrogenase
